,kategori,penyakit,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
512,perut,Batu Empedu,atas bahu dan dapat di hingga kanan menjalar nyeri perut secara tiba,"['atas', 'bahu', 'dan', 'dapat', 'di', 'hingga', 'kanan', 'menjalar', 'nyeri', 'perut', 'secara', 'tiba']",<FreqDist with 12 samples and 12 outcomes>,"['bahu', 'kanan', 'menjalar', 'nyeri', 'perut']","['bahu', 'kanan', 'jalar', 'nyeri', 'perut']"
513,perut,Batu Ginjal,dan darah di mual muntah pinggang sakit urine,"['dan', 'darah', 'di', 'mual', 'muntah', 'pinggang', 'sakit', 'urine']",<FreqDist with 8 samples and 8 outcomes>,"['darah', 'mual', 'muntah', 'pinggang', 'urine']","['darah', 'mual', 'muntah', 'pinggang', 'urine']"
514,perut,Cystitis,air berwarna buang kecil keruh nyeri saat sering urine,"['air', 'berwarna', 'buang', 'kecil', 'keruh', 'nyeri', 'saat', 'sering', 'urine']",<FreqDist with 9 samples and 9 outcomes>,"['air', 'berwarna', 'buang', 'keruh', 'nyeri', 'urine']","['air', 'warna', 'buang', 'keruh', 'nyeri', 'urine']"
515,perut,Diare,kembung mual perut sakit,"['kembung', 'mual', 'perut', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['kembung', 'mual', 'perut']","['kembung', 'mual', 'perut']"
516,perut,Diare Akibat Antibiotik,air besar buang feses lembek sering,"['air', 'besar', 'buang', 'feses', 'lembek', 'sering']",<FreqDist with 6 samples and 6 outcomes>,"['air', 'buang', 'feses', 'lembek']","['air', 'buang', 'feses', 'lembek']"
517,perut,Divertikulitis,dan demam mual muntah perut sakit,"['dan', 'demam', 'mual', 'muntah', 'perut', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['demam', 'mual', 'muntah', 'perut']","['demam', 'mual', 'muntah', 'perut']"
518,perut,GERD,heartburn mengganjal mual tenggorokan terasa,"['heartburn', 'mengganjal', 'mual', 'tenggorokan', 'terasa']",<FreqDist with 5 samples and 5 outcomes>,"['heartburn', 'mengganjal', 'mual', 'tenggorokan']","['heartburn', 'ganjal', 'mual', 'tenggorok']"
519,perut,Gagal Hati,bagian cairan dan di kaki kekuningan kulit mata pada penumpukan putih warna,"['bagian', 'cairan', 'dan', 'di', 'kaki', 'kekuningan', 'kulit', 'mata', 'pada', 'penumpukan', 'putih', 'warna']",<FreqDist with 12 samples and 12 outcomes>,"['cairan', 'kaki', 'kekuningan', 'kulit', 'mata', 'penumpukan', 'putih', 'warna']","['cair', 'kaki', 'kuning', 'kulit', 'mata', 'tumpu', 'putih', 'warna']"
520,perut,Gangguan Pencernaan,heartburn kembung perut sakit,"['heartburn', 'kembung', 'perut', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['heartburn', 'kembung', 'perut']","['heartburn', 'kembung', 'perut']"
521,perut,Gastritis,begah hati mual nyeri ulut,"['begah', 'hati', 'mual', 'nyeri', 'ulut']",<FreqDist with 5 samples and 5 outcomes>,"['begah', 'hati', 'mual', 'nyeri', 'ulut']","['begah', 'hati', 'mual', 'nyeri', 'ulut']"
522,perut,Gastroenteritis,diare kram mual perut,"['diare', 'kram', 'mual', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['diare', 'kram', 'mual', 'perut']","['diare', 'kram', 'mual', 'perut']"
523,perut,Gastroparesis,hanya kenyang makan mual mudah muntah sedikit walaupun,"['hanya', 'kenyang', 'makan', 'mual', 'mudah', 'muntah', 'sedikit', 'walaupun']",<FreqDist with 8 samples and 8 outcomes>,"['kenyang', 'makan', 'mual', 'mudah', 'muntah']","['kenyang', 'makan', 'mual', 'mudah', 'muntah']"
524,perut,Gastroschisis,bayi benjolan dan gangguan keluar lewat makanan pada pencernaan pergerakan perut pusar tali usus yang,"['bayi', 'benjolan', 'dan', 'gangguan', 'keluar', 'lewat', 'makanan', 'pada', 'pencernaan', 'pergerakan', 'perut', 'pusar', 'tali', 'usus', 'yang']",<FreqDist with 15 samples and 15 outcomes>,"['bayi', 'benjolan', 'gangguan', 'makanan', 'pencernaan', 'pergerakan', 'perut', 'pusar', 'tali', 'usus']","['bayi', 'benjol', 'ganggu', 'makan', 'cerna', 'gera', 'perut', 'pusar', 'tali', 'usus']"
525,perut,Hepatitis A,atas biasa dibanding gelap kanan lebih perut sakit urine,"['atas', 'biasa', 'dibanding', 'gelap', 'kanan', 'lebih', 'perut', 'sakit', 'urine']",<FreqDist with 9 samples and 9 outcomes>,"['dibanding', 'gelap', 'kanan', 'perut', 'urine']","['banding', 'gelap', 'kanan', 'perut', 'urine']"
526,perut,Hepatitis B,berwarna gelap kehilangan makan nyeri perut selera urine,"['berwarna', 'gelap', 'kehilangan', 'makan', 'nyeri', 'perut', 'selera', 'urine']",<FreqDist with 8 samples and 8 outcomes>,"['berwarna', 'gelap', 'kehilangan', 'makan', 'nyeri', 'perut', 'selera', 'urine']","['warna', 'gelap', 'hilang', 'makan', 'nyeri', 'perut', 'selera', 'urine']"
527,perut,Hepatitis C,kulit menguning mual muntah,"['kulit', 'menguning', 'mual', 'muntah']",<FreqDist with 4 samples and 4 outcomes>,"['kulit', 'menguning', 'mual', 'muntah']","['kulit', 'kuning', 'mual', 'muntah']"
528,perut,Hepatomegali,jaundice mual perut sakit,"['jaundice', 'mual', 'perut', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['jaundice', 'mual', 'perut']","['jaundice', 'mual', 'perut']"
529,perut,Hernia (Turun Berok),benjolan nyeri,"['benjolan', 'nyeri']",<FreqDist with 2 samples and 2 outcomes>,"['benjolan', 'nyeri']","['benjol', 'nyeri']"
530,perut,Hernia Hiatus,atau cairan hati ke kesulitan makanan menelan mulut naiknya nyeri ulu,"['atau', 'cairan', 'hati', 'ke', 'kesulitan', 'makanan', 'menelan', 'mulut', 'naiknya', 'nyeri', 'ulu']",<FreqDist with 11 samples and 11 outcomes>,"['cairan', 'hati', 'kesulitan', 'makanan', 'menelan', 'mulut', 'naiknya', 'nyeri', 'ulu']","['cair', 'hati', 'sulit', 'makan', 'tel', 'mulut', 'naik', 'nyeri', 'ulu']"
531,perut,Hernia Inguinal,benjolan di nyaman nyeri selangkangan tidak,"['benjolan', 'di', 'nyaman', 'nyeri', 'selangkangan', 'tidak']",<FreqDist with 6 samples and 6 outcomes>,"['benjolan', 'nyaman', 'nyeri', 'selangkangan']","['benjol', 'nyaman', 'nyeri', 'selangkang']"
532,perut,Hernia umbilikalis,bodong demam pusar sembelit,"['bodong', 'demam', 'pusar', 'sembelit']",<FreqDist with 4 samples and 4 outcomes>,"['bodong', 'demam', 'pusar', 'sembelit']","['bodong', 'demam', 'pusar', 'sembelit']"
533,perut,Hipomagnesemia,berkurang lemah makan mual muntah nafsu rasa,"['berkurang', 'lemah', 'makan', 'mual', 'muntah', 'nafsu', 'rasa']",<FreqDist with 7 samples and 7 outcomes>,"['berkurang', 'lemah', 'makan', 'mual', 'muntah', 'nafsu']","['kurang', 'lemah', 'makan', 'mual', 'muntah', 'nafsu']"
534,perut,Ileus,begah konstipasi kram perut terasa,"['begah', 'konstipasi', 'kram', 'perut', 'terasa']",<FreqDist with 5 samples and 5 outcomes>,"['begah', 'konstipasi', 'kram', 'perut']","['begah', 'konstipasi', 'kram', 'perut']"
535,perut,Infeksi Usus,diare mual perut sakit,"['diare', 'mual', 'perut', 'sakit']",<FreqDist with 4 samples and 4 outcomes>,"['diare', 'mual', 'perut']","['diare', 'mual', 'perut']"
536,perut,Inkontinensia Tinja,bab dikendalikan disadari sulit tanpa yang,"['bab', 'dikendalikan', 'disadari', 'sulit', 'tanpa', 'yang']",<FreqDist with 6 samples and 6 outcomes>,"['bab', 'dikendalikan', 'disadari', 'sulit']","['bab', 'kendali', 'sadar', 'sulit']"
537,perut,Inkontinensia Urine,air buang kecil menahan menetes sulit terasa tidak tuntas urine yang,"['air', 'buang', 'kecil', 'menahan', 'menetes', 'sulit', 'terasa', 'tidak', 'tuntas', 'urine', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['air', 'buang', 'menahan', 'menetes', 'sulit', 'tuntas', 'urine']","['air', 'buang', 'tahan', 'tetes', 'sulit', 'tuntas', 'urine']"
538,perut,Intoleransi Laktosa,diare kembung kram perut,"['diare', 'kembung', 'kram', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['diare', 'kembung', 'kram', 'perut']","['diare', 'kembung', 'kram', 'perut']"
539,perut,Intususepsi,kram mual muntah perut,"['kram', 'mual', 'muntah', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['kram', 'mual', 'muntah', 'perut']","['kram', 'mual', 'muntah', 'perut']"
540,perut,Irritable Bowel Syndrome (IBS),atau bab dan diare kembung kram makan memburuk mereda perut sakit sehabis setelah yang,"['atau', 'bab', 'dan', 'diare', 'kembung', 'kram', 'makan', 'memburuk', 'mereda', 'perut', 'sakit', 'sehabis', 'setelah', 'yang']",<FreqDist with 14 samples and 14 outcomes>,"['bab', 'diare', 'kembung', 'kram', 'makan', 'memburuk', 'mereda', 'perut', 'sehabis']","['bab', 'diare', 'kembung', 'kram', 'makan', 'buruk', 'reda', 'perut', 'habis']"
541,perut,Kanker Ginjal,dalam darah lemah nyeri pinggang tubuh urine,"['dalam', 'darah', 'lemah', 'nyeri', 'pinggang', 'tubuh', 'urine']",<FreqDist with 7 samples and 7 outcomes>,"['darah', 'lemah', 'nyeri', 'pinggang', 'tubuh', 'urine']","['darah', 'lemah', 'nyeri', 'pinggang', 'tubuh', 'urine']"
542,perut,Kanker Lambung,kembung kenyang kronik maag merasa selalu,"['kembung', 'kenyang', 'kronik', 'maag', 'merasa', 'selalu']",<FreqDist with 6 samples and 6 outcomes>,"['kembung', 'kenyang', 'kronik', 'maag']","['kembung', 'kenyang', 'kronik', 'maag']"
543,perut,Kanker Pankreas,atas badan berat ke makan menjalar nafsu nyeri penurunan perut punggung yang,"['atas', 'badan', 'berat', 'ke', 'makan', 'menjalar', 'nafsu', 'nyeri', 'penurunan', 'perut', 'punggung', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['badan', 'berat', 'makan', 'menjalar', 'nafsu', 'nyeri', 'penurunan', 'perut', 'punggung']","['badan', 'berat', 'makan', 'jalar', 'nafsu', 'nyeri', 'turun', 'perut', 'punggung']"
544,perut,Kanker Rektum,dan darah lendir pada sembelit tinja,"['dan', 'darah', 'lendir', 'pada', 'sembelit', 'tinja']",<FreqDist with 6 samples and 6 outcomes>,"['darah', 'lendir', 'sembelit', 'tinja']","['darah', 'lendir', 'sembelit', 'tinja']"
545,perut,Kanker Usus Besar,atau bab badan berat berdarah diare konstipasi penurunan perubahan pola sebab seperti tanpa,"['atau', 'bab', 'badan', 'berat', 'berdarah', 'diare', 'konstipasi', 'penurunan', 'perubahan', 'pola', 'sebab', 'seperti', 'tanpa']",<FreqDist with 13 samples and 13 outcomes>,"['bab', 'badan', 'berat', 'berdarah', 'diare', 'konstipasi', 'penurunan', 'perubahan', 'pola']","['bab', 'badan', 'berat', 'darah', 'diare', 'konstipasi', 'turun', 'ubah', 'pola']"
546,perut,Keracunan Makanan,diare kram muntah perut,"['diare', 'kram', 'muntah', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['diare', 'kram', 'muntah', 'perut']","['diare', 'kram', 'muntah', 'perut']"
547,perut,Kolesistitis (Radang Kantong Empedu),atas bahu kanan ke menyebar mual nyeri perut sakit,"['atas', 'bahu', 'kanan', 'ke', 'menyebar', 'mual', 'nyeri', 'perut', 'sakit']",<FreqDist with 9 samples and 9 outcomes>,"['bahu', 'kanan', 'menyebar', 'mual', 'nyeri', 'perut']","['bahu', 'kanan', 'sebar', 'mual', 'nyeri', 'perut']"
548,perut,Kolestasis,berlebihan dan gatal kulit kuning mata yang,"['berlebihan', 'dan', 'gatal', 'kulit', 'kuning', 'mata', 'yang']",<FreqDist with 7 samples and 7 outcomes>,"['gatal', 'kulit', 'kuning', 'mata']","['gatal', 'kulit', 'kuning', 'mata']"
549,perut,Kolitis Ulseratif,atau darah diare kram nanah pada perut sakit tinja,"['atau', 'darah', 'diare', 'kram', 'nanah', 'pada', 'perut', 'sakit', 'tinja']",<FreqDist with 9 samples and 9 outcomes>,"['darah', 'diare', 'kram', 'nanah', 'perut', 'tinja']","['darah', 'diare', 'kram', 'nanah', 'perut', 'tinja']"
550,perut,Konstipasi (Sembelit),bab dan dari kali keras kering kurang lebih mengejan saat seminggu tiga tinja,"['bab', 'dan', 'dari', 'kali', 'keras', 'kering', 'kurang', 'lebih', 'mengejan', 'saat', 'seminggu', 'tiga', 'tinja']",<FreqDist with 13 samples and 13 outcomes>,"['bab', 'kali', 'keras', 'kering', 'mengejan', 'seminggu', 'tinja']","['bab', 'kali', 'keras', 'kering', 'ejan', 'minggu', 'tinja']"
551,perut,Kram Menstruasi,atau bawah dan di ke kram menerus menyebar nyeri paha perut punggung terus tumpul,"['atau', 'bawah', 'dan', 'di', 'ke', 'kram', 'menerus', 'menyebar', 'nyeri', 'paha', 'perut', 'punggung', 'terus', 'tumpul']",<FreqDist with 14 samples and 14 outcomes>,"['kram', 'menerus', 'menyebar', 'nyeri', 'paha', 'perut', 'punggung', 'tumpul']","['kram', 'terus', 'sebar', 'nyeri', 'paha', 'perut', 'punggung', 'tumpul']"
552,perut,Malabsorbsi Makanan,abnormal badan berat diare feses kronis penurunan,"['abnormal', 'badan', 'berat', 'diare', 'feses', 'kronis', 'penurunan']",<FreqDist with 7 samples and 7 outcomes>,"['abnormal', 'badan', 'berat', 'diare', 'feses', 'kronis', 'penurunan']","['abnormal', 'badan', 'berat', 'diare', 'feses', 'kronis', 'turun']"
553,perut,Megakolon,dan kembung konstipasi mual nyeri perut,"['dan', 'kembung', 'konstipasi', 'mual', 'nyeri', 'perut']",<FreqDist with 6 samples and 6 outcomes>,"['kembung', 'konstipasi', 'mual', 'nyeri', 'perut']","['kembung', 'konstipasi', 'mual', 'nyeri', 'perut']"
554,perut,Mual,atau dada di nyaman rasa tenggorokan tidak,"['atau', 'dada', 'di', 'nyaman', 'rasa', 'tenggorokan', 'tidak']",<FreqDist with 7 samples and 7 outcomes>,"['dada', 'nyaman', 'tenggorokan']","['dada', 'nyaman', 'tenggorok']"
555,perut,Muntah,mual muntah,"['mual', 'muntah']",<FreqDist with 2 samples and 2 outcomes>,"['mual', 'muntah']","['mual', 'muntah']"
556,perut,Muntah Darah,atau berwarna cokelat feses gelap hitam kondisi merah muntahan nyaman perut tidak,"['atau', 'berwarna', 'cokelat', 'feses', 'gelap', 'hitam', 'kondisi', 'merah', 'muntahan', 'nyaman', 'perut', 'tidak']",<FreqDist with 12 samples and 12 outcomes>,"['berwarna', 'cokelat', 'feses', 'gelap', 'hitam', 'kondisi', 'merah', 'muntahan', 'nyaman', 'perut']","['warna', 'cokelat', 'feses', 'gelap', 'hitam', 'kondisi', 'merah', 'muntah', 'nyaman', 'perut']"
557,perut,Necrotizing Enterocolitis,berdarah buncit feses membengkak perut,"['berdarah', 'buncit', 'feses', 'membengkak', 'perut']",<FreqDist with 5 samples and 5 outcomes>,"['berdarah', 'buncit', 'feses', 'membengkak', 'perut']","['darah', 'buncit', 'feses', 'bengkak', 'perut']"
558,perut,Obstruksi Usus,kembung nyeri parah perut yang,"['kembung', 'nyeri', 'parah', 'perut', 'yang']",<FreqDist with 5 samples and 5 outcomes>,"['kembung', 'nyeri', 'parah', 'perut']","['kembung', 'nyeri', 'parah', 'perut']"
559,perut,Pankreatitis Akut,demam mual nyeri perut,"['demam', 'mual', 'nyeri', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'mual', 'nyeri', 'perut']","['demam', 'mual', 'nyeri', 'perut']"
560,perut,Pankreatitis Kronis,atas bagian berlemak feses mual nyeri perut,"['atas', 'bagian', 'berlemak', 'feses', 'mual', 'nyeri', 'perut']",<FreqDist with 7 samples and 7 outcomes>,"['berlemak', 'feses', 'mual', 'nyeri', 'perut']","['lemak', 'feses', 'mual', 'nyeri', 'perut']"
561,perut,Penyakit Celiac,diare kembung kronis perut sakit,"['diare', 'kembung', 'kronis', 'perut', 'sakit']",<FreqDist with 5 samples and 5 outcomes>,"['diare', 'kembung', 'kronis', 'perut']","['diare', 'kembung', 'kronis', 'perut']"
562,perut,Penyakit Crohn,cepat demam lelah nyeri perut,"['cepat', 'demam', 'lelah', 'nyeri', 'perut']",<FreqDist with 5 samples and 5 outcomes>,"['cepat', 'demam', 'lelah', 'nyeri', 'perut']","['cepat', 'demam', 'lelah', 'nyeri', 'perut']"
563,perut,Penyakit Ginjal Polikistik,atau darah hipertensi nyeri pada pinggang punggung urine,"['atau', 'darah', 'hipertensi', 'nyeri', 'pada', 'pinggang', 'punggung', 'urine']",<FreqDist with 8 samples and 8 outcomes>,"['darah', 'hipertensi', 'nyeri', 'pinggang', 'punggung', 'urine']","['darah', 'hipertensi', 'nyeri', 'pinggang', 'punggung', 'urine']"
564,perut,Penyakit Hati,berwarna dan gelap kulit kuning mata nyeri perut tampak urine,"['berwarna', 'dan', 'gelap', 'kulit', 'kuning', 'mata', 'nyeri', 'perut', 'tampak', 'urine']",<FreqDist with 10 samples and 10 outcomes>,"['berwarna', 'gelap', 'kulit', 'kuning', 'mata', 'nyeri', 'perut', 'urine']","['warna', 'gelap', 'kulit', 'kuning', 'mata', 'nyeri', 'perut', 'urine']"
565,perut,Penyakit Hirschsprung,atau bab baru bayi bengkak cokelat hijau kalinya lahir muntah pertama perut tidak untuk,"['atau', 'bab', 'baru', 'bayi', 'bengkak', 'cokelat', 'hijau', 'kalinya', 'lahir', 'muntah', 'pertama', 'perut', 'tidak', 'untuk']",<FreqDist with 14 samples and 14 outcomes>,"['bab', 'bayi', 'bengkak', 'cokelat', 'hijau', 'kalinya', 'lahir', 'muntah', 'perut']","['bab', 'bayi', 'bengkak', 'cokelat', 'hijau', 'kali', 'lahir', 'muntah', 'perut']"
566,perut,Perforasi,bertambah buruk keras nyeri perubahan perut posisi saat teraba,"['bertambah', 'buruk', 'keras', 'nyeri', 'perubahan', 'perut', 'posisi', 'saat', 'teraba']",<FreqDist with 9 samples and 9 outcomes>,"['bertambah', 'buruk', 'keras', 'nyeri', 'perubahan', 'perut', 'posisi', 'teraba']","['tambah', 'buruk', 'keras', 'nyeri', 'ubah', 'perut', 'posisi', 'aba']"
567,perut,Peritonitis,demam mual nyeri perut,"['demam', 'mual', 'nyeri', 'perut']",<FreqDist with 4 samples and 4 outcomes>,"['demam', 'mual', 'nyeri', 'perut']","['demam', 'mual', 'nyeri', 'perut']"
568,perut,Perlemakan Hati,cepat darah kebingungan lelah muntah,"['cepat', 'darah', 'kebingungan', 'lelah', 'muntah']",<FreqDist with 5 samples and 5 outcomes>,"['cepat', 'darah', 'kebingungan', 'lelah', 'muntah']","['cepat', 'darah', 'bingung', 'lelah', 'muntah']"
569,perut,Perlengketan Usus,kembung perut sakit sembelit,"['kembung', 'perut', 'sakit', 'sembelit']",<FreqDist with 4 samples and 4 outcomes>,"['kembung', 'perut', 'sembelit']","['kembung', 'perut', 'sembelit']"
570,perut,Perut Kembung,di kembung nyaman perut rasa sendawa sering tidak,"['di', 'kembung', 'nyaman', 'perut', 'rasa', 'sendawa', 'sering', 'tidak']",<FreqDist with 8 samples and 8 outcomes>,"['kembung', 'nyaman', 'perut', 'sendawa']","['kembung', 'nyaman', 'perut', 'sendawa']"
571,perut,Polip Usus,air berdarah besar buang feses kebiasaan nyeri perubahan perut,"['air', 'berdarah', 'besar', 'buang', 'feses', 'kebiasaan', 'nyeri', 'perubahan', 'perut']",<FreqDist with 9 samples and 9 outcomes>,"['air', 'berdarah', 'buang', 'feses', 'kebiasaan', 'nyeri', 'perubahan', 'perut']","['air', 'darah', 'buang', 'feses', 'biasa', 'nyeri', 'ubah', 'perut']"
572,perut,Primary Biliary Cholangitis (PBC),dan gatal kering kulit lelah mata mulut selalu terasa yang,"['dan', 'gatal', 'kering', 'kulit', 'lelah', 'mata', 'mulut', 'selalu', 'terasa', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['gatal', 'kering', 'kulit', 'lelah', 'mata', 'mulut']","['gatal', 'kering', 'kulit', 'lelah', 'mata', 'mulut']"
573,perut,Proktitis,bab berdarah diare nyeri saat,"['bab', 'berdarah', 'diare', 'nyeri', 'saat']",<FreqDist with 5 samples and 5 outcomes>,"['bab', 'berdarah', 'diare', 'nyeri']","['bab', 'darah', 'diare', 'nyeri']"
574,perut,Radang Usus,badan berat diare penurunan perut sakit,"['badan', 'berat', 'diare', 'penurunan', 'perut', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['badan', 'berat', 'diare', 'penurunan', 'perut']","['badan', 'berat', 'diare', 'turun', 'perut']"
575,perut,Sakit Maag,di hati kembung mual nyaman nyeri rasa tidak ulu,"['di', 'hati', 'kembung', 'mual', 'nyaman', 'nyeri', 'rasa', 'tidak', 'ulu']",<FreqDist with 9 samples and 9 outcomes>,"['hati', 'kembung', 'mual', 'nyaman', 'nyeri', 'ulu']","['hati', 'kembung', 'mual', 'nyaman', 'nyeri', 'ulu']"
576,perut,Sakit Perut,atau bagian di kram perut sakit seluruh tertentu,"['atau', 'bagian', 'di', 'kram', 'perut', 'sakit', 'seluruh', 'tertentu']",<FreqDist with 8 samples and 8 outcomes>,"['kram', 'perut']","['kram', 'perut']"
577,perut,Sindrom Mallory-Weiss,berdarah darah feses muntah perut sakit,"['berdarah', 'darah', 'feses', 'muntah', 'perut', 'sakit']",<FreqDist with 6 samples and 6 outcomes>,"['berdarah', 'darah', 'feses', 'muntah', 'perut']","['darah', 'darah', 'feses', 'muntah', 'perut']"
578,perut,Splenomegali,atas bahu ke kiri menjalar nyeri penuh perut sakit terasa yang,"['atas', 'bahu', 'ke', 'kiri', 'menjalar', 'nyeri', 'penuh', 'perut', 'sakit', 'terasa', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['bahu', 'kiri', 'menjalar', 'nyeri', 'penuh', 'perut']","['bahu', 'kiri', 'jalar', 'nyeri', 'penuh', 'perut']"
579,perut,Stenosis Pilorus,air besar buang gangguan lapar makan merasa muntah sering setelah,"['air', 'besar', 'buang', 'gangguan', 'lapar', 'makan', 'merasa', 'muntah', 'sering', 'setelah']",<FreqDist with 10 samples and 10 outcomes>,"['air', 'buang', 'gangguan', 'lapar', 'makan', 'muntah']","['air', 'buang', 'ganggu', 'lapar', 'makan', 'muntah']"
580,perut,Trauma Abdomen,perdarahan perut sakit stabil tak tanda vital,"['perdarahan', 'perut', 'sakit', 'stabil', 'tak', 'tanda', 'vital']",<FreqDist with 7 samples and 7 outcomes>,"['perdarahan', 'perut', 'stabil', 'tanda', 'vital']","['darah', 'perut', 'stabil', 'tanda', 'vital']"
581,perut,Tukak Duodenum,hati mual nyeri perut ulu,"['hati', 'mual', 'nyeri', 'perut', 'ulu']",<FreqDist with 5 samples and 5 outcomes>,"['hati', 'mual', 'nyeri', 'perut', 'ulu']","['hati', 'mual', 'nyeri', 'perut', 'ulu']"
